state,value,date
New Mexico,"80,824,052",2000-08-01
New York,"500,311,644",2000-08-01
North Carolina,"376,075,154",2000-08-01
North Dakota,"36,354,877",2000-08-01
Ohio,"461,724,448",2000-08-01
Oklahoma,"154,648,676",2000-08-01
Oregon,"142,983,626",2000-08-01
Pennsylvania,"444,101,008",2000-08-01
Rhode Island,"31,814,807",2000-08-01
South Carolina,"198,599,545",2000-08-01
South Dakota,"46,678,639",2000-08-01
Tennessee,"250,914,257",2000-08-01
Texas,"954,464,854",2000-08-01
Utah,"92,808,685",2000-08-01
Vermont,"34,560,272",2000-08-01
Virginia,"356,078,939",2000-08-01
Washington,"253,092,452",2000-08-01
West Virginia,"76,353,361",2000-08-01
Wisconsin,"228,215,262",2000-08-01
Wyoming,"39,232,303",2000-08-01
Alabama,"214,076,788",2001-08-01
Alaska,"26,631,123",2001-08-01
Arizona,"216,976,679",2001-08-01
Arkansas,"127,338,275",2001-08-01
California,"1,332,840,085",2001-08-01
Colorado,"196,729,348",2001-08-01
Connecticut,"133,151,458",2001-08-01
Delaware,"29,691,323",2001-08-01
District of Columbia,"13,136,009",2001-08-01
Florida,"647,764,245",2001-08-01
Georgia,"416,891,021",2001-08-01
Hawaii,"20,269,463",2001-08-01
Idaho,"59,779,753",2001-08-01
Illinois,"430,732,679",2001-08-01
Indiana,"294,220,152",2001-08-01
Iowa,"141,129,952",2001-08-01
Kansas,"115,999,521",2001-08-01
Kentucky,"210,464,188",2001-08-01
Louisiana,"201,467,798",2001-08-01
Maine,"89,198,225",2001-08-01
Maryland,"227,193,590",2001-08-01
Massachusetts,"249,567,520",2001-08-01
Michigan,"419,549,837",2001-08-01
Minnesota,"250,501,039",2001-08-01
Mississippi,"134,897,646",2001-08-01
Missouri,"298,451,316",2001-08-01
Montana,"53,235,887",2001-08-01
Nebraska,"81,269,195",2001-08-01
Nevada,"89,533,096",2001-08-01
New Hampshire,"61,499,874",2001-08-01
New Jersey,"346,742,286",2001-08-01
New Mexico,"70,779,277",2001-08-01
New York,"521,402,532",2001-08-01
North Carolina,"386,701,596",2001-08-01
North Dakota,"33,815,629",2001-08-01
Ohio,"466,489,965",2001-08-01
Oklahoma,"134,896,038",2001-08-01
Oregon,"127,021,967",2001-08-01
Pennsylvania,"463,528,224",2001-08-01
Rhode Island,"37,169,453",2001-08-01
South Carolina,"205,997,078",2001-08-01
South Dakota,"44,813,091",2001-08-01
Tennessee,"237,823,541",2001-08-01
Texas,"934,426,069",2001-08-01
Utah,"95,371,279",2001-08-01
Vermont,"33,429,386",2001-08-01
Virginia,"346,916,144",2001-08-01
Washington,"296,171,145",2001-08-01
West Virginia,"55,931,014",2001-08-01
Wisconsin,"243,086,561",2001-08-01
Wyoming,"27,534,098",2001-08-01
Alabama,"219,494,940",2002-08-01
Alaska,"28,573,304",2002-08-01
Arizona,"223,642,364",2002-08-01
Arkansas,"131,908,827",2002-08-01
California,"1,354,857,860",2002-08-01
Colorado,"199,377,654",2002-08-01
Connecticut,"147,085,468",2002-08-01
Delaware,"39,920,394",2002-08-01
District of Columbia,"23,988,977",2002-08-01
Florida,"666,971,153",2002-08-01
Georgia,"452,712,636",2002-08-01
Hawaii,"40,018,114",2002-08-01
Idaho,"61,350,168",2002-08-01
Illinois,"483,218,623",2002-08-01
Indiana,"300,376,654",2002-08-01
Iowa,"147,739,063",2002-08-01
Kansas,"123,356,424",2002-08-01
Kentucky,"101,654,559",2002-08-01
Louisiana,"206,169,287",2002-08-01
Maine,"63,676,594",2002-08-01
Maryland,"230,211,643",2002-08-01
Massachusetts,"253,537,132",2002-08-01
Michigan,"474,995,326",2002-08-01
Minnesota,"253,198,244",2002-08-01
Mississippi,"146,227,802",2002-08-01
Missouri,"294,661,931",2002-08-01
Montana,"52,745,773",2002-08-01
Nebraska,"81,846,097",2002-08-01
Nevada,"93,530,159",2002-08-01
New Hampshire,"66,696,134",2002-08-01
New Jersey,"346,965,229",2002-08-01
New Mexico,"75,286,071",2002-08-01
New York,"526,858,417",2002-08-01
North Carolina,"388,322,480",2002-08-01
North Dakota,"35,790,394",2002-08-01
Ohio,"480,884,979",2002-08-01
Oklahoma,"149,029,852",2002-08-01
Oregon,"143,584,375",2002-08-01
Pennsylvania,"469,794,049",2002-08-01
Rhode Island,"37,099,882",2002-08-01
South Carolina,"209,389,248",2002-08-01
South Dakota,"46,466,976",2002-08-01
Tennessee,"266,291,867",2002-08-01
Texas,"1,015,992,970",2002-08-01
Utah,"96,495,228",2002-08-01
Vermont,"33,214,869",2002-08-01
Virginia,"346,564,266",2002-08-01
Washington,"252,379,351",2002-08-01
West Virginia,"76,890,266",2002-08-01
Wisconsin,"224,078,568",2002-08-01
Wyoming,"38,208,542",2002-08-01
Alabama,"221,595,075",2003-08-01
Alaska,"33,089,940",2003-08-01
Arizona,"228,445,231",2003-08-01
Arkansas,"130,046,060",2003-08-01
California,"1,376,055,572",2003-08-01
Colorado,"175,122,878",2003-08-01
Connecticut,"148,419,775",2003-08-01
Delaware,"38,276,963",2003-08-01
District of Columbia,"13,462,940",2003-08-01
Florida,"692,561,130",2003-08-01
Georgia,"441,800,102",2003-08-01
Hawaii,"43,403,325",2003-08-01
Idaho,"57,779,456",2003-08-01
Illinois,"454,469,389",2003-08-01
Indiana,"294,890,048",2003-08-01
Iowa,"147,330,164",2003-08-01
Kansas,"119,027,540",2003-08-01
Kentucky,"200,510,846",2003-08-01
Louisiana,"215,888,267",2003-08-01
Maine,"75,137,966",2003-08-01
Maryland,"243,879,150",2003-08-01
Massachusetts,"256,944,453",2003-08-01
Michigan,"489,784,457",2003-08-01
Minnesota,"254,451,208",2003-08-01
Mississippi,"133,524,849",2003-08-01
Missouri,"287,799,559",2003-08-01
Montana,"52,374,903",2003-08-01
Nebraska,"80,466,145",2003-08-01
Nevada,"95,701,846",2003-08-01
New Hampshire,"68,327,435",2003-08-01
New Jersey,"394,576,238",2003-08-01
New Mexico,"38,784,508",2003-08-01
New York,"507,483,676",2003-08-01
North Carolina,"396,929,704",2003-08-01
North Dakota,"36,048,530",2003-08-01
Ohio,"477,949,555",2003-08-01
Oklahoma,"161,514,244",2003-08-01
Oregon,"149,340,759",2003-08-01
Pennsylvania,"474,332,594",2003-08-01
Rhode Island,"37,065,239",2003-08-01
South Carolina,"212,259,683",2003-08-01
South Dakota,"45,592,008",2003-08-01
Tennessee,"272,422,683",2003-08-01
Texas,"1,011,445,406",2003-08-01
Utah,"96,120,257",2003-08-01
Vermont,"33,299,569",2003-08-01
Virginia,"329,965,996",2003-08-01
Washington,"250,605,096",2003-08-01
West Virginia,"73,115,741",2003-08-01
Wisconsin,"243,915,878",2003-08-01
Wyoming,"28,633,137",2003-08-01
Alabama,"226,551,354",2004-08-01
Alaska,"29,896,449",2004-08-01
Arizona,"235,233,107",2004-08-01
Arkansas,"127,848,598",2004-08-01
California,"1,385,346,996",2004-08-01
Colorado,"195,146,126",2004-08-01
Connecticut,"138,211,069",2004-08-01
Delaware,"39,657,039",2004-08-01
District of Columbia,"12,539,739",2004-08-01
Florida,"663,009,971",2004-08-01
Georgia,"440,143,365",2004-08-01
Hawaii,"37,874,642",2004-08-01
Idaho,"55,243,071",2004-08-01
Illinois,"447,687,975",2004-08-01
Indiana,"288,837,502",2004-08-01
Iowa,"146,918,730",2004-08-01
Kansas,"115,332,078",2004-08-01
Kentucky,"200,112,209",2004-08-01
Louisiana,"197,168,504",2004-08-01
Maine,"71,238,532",2004-08-01
Maryland,"233,249,962",2004-08-01
Massachusetts,"249,833,423",2004-08-01
Michigan,"453,353,279",2004-08-01
Minnesota,"247,042,474",2004-08-01
Mississippi,"156,519,820",2004-08-01
Missouri,"294,008,382",2004-08-01
Montana,"50,411,772",2004-08-01
Nebraska,"76,529,057",2004-08-01
Nevada,"99,405,508",2004-08-01
New Hampshire,"66,988,824",2004-08-01
New Jersey,"342,956,914",2004-08-01
New Mexico,"93,479,524",2004-08-01
New York,"496,314,077",2004-08-01
North Carolina,"387,946,418",2004-08-01
North Dakota,"32,867,157",2004-08-01
Ohio,"470,983,910",2004-08-01
Oklahoma,"165,294,654",2004-08-01
Oregon,"145,009,435",2004-08-01
Pennsylvania,"462,425,709",2004-08-01
Rhode Island,"31,705,915",2004-08-01
South Carolina,"212,991,914",2004-08-01
South Dakota,"43,587,590",2004-08-01
Tennessee,"278,461,837",2004-08-01
Texas,"1,009,607,575",2004-08-01
Utah,"93,432,430",2004-08-01
Vermont,"33,064,924",2004-08-01
Virginia,"346,474,684",2004-08-01
Washington,"243,384,755",2004-08-01
West Virginia,"76,408,387",2004-08-01
Wisconsin,"237,341,756",2004-08-01
Wyoming,"35,286,215",2004-08-01
Alabama,"228,503,572",2005-08-01
Alaska,"29,959,362",2005-08-01
Arizona,"245,373,204",2005-08-01
Arkansas,"126,989,907",2005-08-01
California,"1,398,160,603",2005-08-01
Colorado,"197,960,186",2005-08-01
Connecticut,"141,377,456",2005-08-01
Delaware,"40,819,404",2005-08-01
District of Columbia,"11,223,596",2005-08-01
Florida,"726,664,834",2005-08-01
Georgia,"440,581,281",2005-08-01
Hawaii,"48,298,105",2005-08-01
Idaho,"65,085,501",2005-08-01
Illinois,"455,658,656",2005-08-01
Indiana,"296,317,750",2005-08-01
Iowa,"152,651,133",2005-08-01
Kansas,"118,891,867",2005-08-01
Kentucky,"189,332,399",2005-08-01
Louisiana,"184,713,732",2005-08-01
Maine,"84,886,930",2005-08-01
Maryland,"242,040,910",2005-08-01
Massachusetts,"258,611,383",2005-08-01
Michigan,"460,600,661",2005-08-01
Minnesota,"256,288,342",2005-08-01
Mississippi,"129,696,736",2005-08-01
Missouri,"294,246,666",2005-08-01
Montana,"52,009,873",2005-08-01
Nebraska,"79,989,900",2005-08-01
Nevada,"106,939,328",2005-08-01
New Hampshire,"68,433,160",2005-08-01
New Jersey,"392,598,476",2005-08-01
New Mexico,"58,475,258",2005-08-01
New York,"511,610,105",2005-08-01
North Carolina,"407,188,185",2005-08-01
North Dakota,"39,892,973",2005-08-01
Ohio,"474,917,389",2005-08-01
Oklahoma,"171,407,727",2005-08-01
Oregon,"146,431,670",2005-08-01
Pennsylvania,"470,821,653",2005-08-01
Rhode Island,"35,888,101",2005-08-01
South Carolina,"243,415,473",2005-08-01
South Dakota,"46,416,163",2005-08-01
Tennessee,"281,252,140",2005-08-01
Texas,"1,017,015,479",2005-08-01
Utah,"101,142,643",2005-08-01
Vermont,"34,358,392",2005-08-01
Virginia,"367,673,016",2005-08-01
Washington,"254,899,575",2005-08-01
West Virginia,"73,532,735",2005-08-01
Wisconsin,"259,949,852",2005-08-01
Wyoming,"34,189,812",2005-08-01
Alabama,"225,132,200",2006-08-01
Alaska,"28,311,202",2006-08-01
Arizona,"244,654,779",2006-08-01
Arkansas,"126,773,551",2006-08-01
California,"1,375,242,067",2006-08-01
Colorado,"195,391,296",2006-08-01
Connecticut,"139,481,248",2006-08-01
Delaware,"39,651,753",2006-08-01
District of Columbia,"12,376,634",2006-08-01
Florida,"715,208,793",2006-08-01
Georgia,"435,974,434",2006-08-01
Hawaii,"47,542,275",2006-08-01
Idaho,"59,213,650",2006-08-01
Illinois,"433,698,190",2006-08-01
Indiana,"289,077,710",2006-08-01
Iowa,"150,297,964",2006-08-01
Kansas,"124,897,027",2006-08-01
Kentucky,"199,256,889",2006-08-01
Louisiana,"237,015,681",2006-08-01
Maine,"72,780,132",2006-08-01
Maryland,"257,551,884",2006-08-01
Massachusetts,"251,454,783",2006-08-01
Michigan,"412,938,127",2006-08-01
Minnesota,"244,731,035",2006-08-01
Mississippi,"154,658,097",2006-08-01
Missouri,"282,725,820",2006-08-01
Montana,"48,355,183",2006-08-01
Nebraska,"73,871,490",2006-08-01
Nevada,"103,952,894",2006-08-01
New Hampshire,"67,297,475",2006-08-01
New Jersey,"359,922,743",2006-08-01
New Mexico,"72,047,041",2006-08-01
New York,"528,798,565",2006-08-01
North Carolina,"399,074,932",2006-08-01
North Dakota,"33,187,068",2006-08-01
Ohio,"473,228,327",2006-08-01
Oklahoma,"144,809,255",2006-08-01
Oregon,"145,024,779",2006-08-01
Pennsylvania,"460,478,325",2006-08-01
Rhode Island,"38,883,256",2006-08-01
South Carolina,"96,078,869",2006-08-01
South Dakota,"41,297,900",2006-08-01
Tennessee,"273,413,737",2006-08-01
Texas,"1,029,064,304",2006-08-01
Utah,"96,409,744",2006-08-01
Vermont,"33,633,279",2006-08-01
Virginia,"365,331,960",2006-08-01
Washington,"246,395,633",2006-08-01
West Virginia,"53,618,282",2006-08-01
Wisconsin,"229,607,786",2006-08-01
Wyoming,"32,278,768",2006-08-01
Alabama,"226,793,563",2007-08-01
Alaska,"29,976,166",2007-08-01
Arizona,"245,942,479",2007-08-01
Arkansas,"130,363,858",2007-08-01
California,"1,375,098,435",2007-08-01
Colorado,"201,092,100",2007-08-01
Connecticut,"135,731,104",2007-08-01
Delaware,"44,480,332",2007-08-01
District of Columbia,"11,093,034",2007-08-01
Florida,"712,659,537",2007-08-01
Georgia,"435,861,562",2007-08-01
Hawaii,"34,147,470",2007-08-01
Idaho,"57,975,256",2007-08-01
Illinois,"442,291,465",2007-08-01
Indiana,"288,260,929",2007-08-01
Iowa,"146,782,913",2007-08-01
Kansas,"115,687,938",2007-08-01
Kentucky,"197,991,014",2007-08-01
Louisiana,"221,783,116",2007-08-01
Maine,"66,864,906",2007-08-01
Maryland,"247,848,982",2007-08-01
Massachusetts,"251,997,339",2007-08-01
Michigan,"398,305,991",2007-08-01
Minnesota,"241,318,647",2007-08-01
Mississippi,"152,768,210",2007-08-01
Missouri,"297,632,202",2007-08-01
Montana,"50,451,918",2007-08-01
Nebraska,"75,961,042",2007-08-01
Nevada,"107,424,855",2007-08-01
New Hampshire,"67,326,912",2007-08-01
New Jersey,"366,604,438",2007-08-01
New Mexico,"81,627,557",2007-08-01
New York,"489,097,222",2007-08-01
North Carolina,"398,760,422",2007-08-01
North Dakota,"34,217,399",2007-08-01
Ohio,"460,844,690",2007-08-01
Oklahoma,"119,351,094",2007-08-01
Oregon,"149,279,076",2007-08-01
Pennsylvania,"459,270,894",2007-08-01
Rhode Island,"36,886,502",2007-08-01
South Carolina,"217,961,241",2007-08-01
South Dakota,"42,128,423",2007-08-01
Tennessee,"286,344,901",2007-08-01
Texas,"1,057,563,434",2007-08-01
Utah,"101,943,000",2007-08-01
Vermont,"32,634,167",2007-08-01
Virginia,"360,058,917",2007-08-01
Washington,"248,978,358",2007-08-01
West Virginia,"41,234,591",2007-08-01
Wisconsin,"245,260,955",2007-08-01
Wyoming,"36,364,418",2007-08-01
Alabama,"224,392,855",2008-08-01
Alaska,"27,126,846",2008-08-01
Arizona,"232,145,451",2008-08-01
Arkansas,"123,781,773",2008-08-01
California,"1,259,535,970",2008-08-01
Colorado,"187,258,140",2008-08-01
Connecticut,"127,306,961",2008-08-01
Delaware,"39,084,638",2008-08-01
District of Columbia,"9,289,008",2008-08-01
Florida,"677,075,184",2008-08-01
Georgia,"403,863,144",2008-08-01
Hawaii,"31,761,941",2008-08-01
Idaho,"55,933,449",2008-08-01
Illinois,"407,621,030",2008-08-01
Indiana,"269,157,220",2008-08-01
Iowa,"143,506,160",2008-08-01
Kansas,"111,194,350",2008-08-01
Kentucky,"186,284,634",2008-08-01
Louisiana,"175,853,328",2008-08-01
Maine,"63,298,210",2008-08-01
Maryland,"236,647,172",2008-08-01
Massachusetts,"242,910,924",2008-08-01
Michigan,"418,876,493",2008-08-01
Minnesota,"230,759,935",2008-08-01
Mississippi,"153,484,149",2008-08-01
Missouri,"278,916,466",2008-08-01
Montana,"47,189,267",2008-08-01
Nebraska,"77,994,337",2008-08-01
Nevada,"101,141,555",2008-08-01
New Hampshire,"63,712,692",2008-08-01
New Jersey,"362,922,248",2008-08-01
New Mexico,"71,775,350",2008-08-01
New York,"441,192,739",2008-08-01
North Carolina,"385,377,634",2008-08-01
North Dakota,"33,258,903",2008-08-01
Ohio,"441,287,898",2008-08-01
Oklahoma,"155,165,712",2008-08-01
Oregon,"137,968,886",2008-08-01
Pennsylvania,"437,547,059",2008-08-01
Rhode Island,"36,037,883",2008-08-01
South Carolina,"167,425,721",2008-08-01
South Dakota,"40,223,911",2008-08-01
Tennessee,"260,730,540",2008-08-01
Texas,"1,007,608,577",2008-08-01
Utah,"92,227,661",2008-08-01
Vermont,"30,908,442",2008-08-01
Virginia,"339,830,289",2008-08-01
Washington,"236,488,344",2008-08-01
West Virginia,"101,742,666",2008-08-01
Wisconsin,"221,071,040",2008-08-01
Wyoming,"30,994,376",2008-08-01
Alabama,"232,639,918",2009-08-01
Alaska,"27,776,911",2009-08-01
Arizona,"220,925,011",2009-08-01
Arkansas,"127,761,245",2009-08-01
California,"1,269,698,932",2009-08-01
Colorado,"190,673,154",2009-08-01
Connecticut,"128,063,626",2009-08-01
Delaware,"41,830,052",2009-08-01
District of Columbia,"9,398,185",2009-08-01
Florida,"701,486,590",2009-08-01
Georgia,"414,616,211",2009-08-01
Hawaii,"39,109,875",2009-08-01
Idaho,"61,047,946",2009-08-01
Illinois,"390,074,697",2009-08-01
Indiana,"272,404,001",2009-08-01
Iowa,"146,721,248",2009-08-01
Kansas,"112,709,308",2009-08-01
Kentucky,"192,670,048",2009-08-01
Louisiana,"195,514,318",2009-08-01
Maine,"65,346,346",2009-08-01
Maryland,"244,851,143",2009-08-01
Massachusetts,"246,683,661",2009-08-01
Michigan,"401,226,145",2009-08-01
Minnesota,"223,262,516",2009-08-01
Mississippi,"127,783,529",2009-08-01
Missouri,"278,509,866",2009-08-01
Montana,"49,095,848",2009-08-01
Nebraska,"72,134,972",2009-08-01
Nevada,"97,410,758",2009-08-01
New Hampshire,"65,504,379",2009-08-01
New Jersey,"391,025,810",2009-08-01
New Mexico,"82,734,988",2009-08-01
New York,"496,653,503",2009-08-01
North Carolina,"388,821,598",2009-08-01
North Dakota,"32,638,710",2009-08-01
Ohio,"439,939,709",2009-08-01
Oklahoma,"163,843,893",2009-08-01
Oregon,"141,237,763",2009-08-01
Pennsylvania,"443,294,808",2009-08-01
Rhode Island,"35,505,818",2009-08-01
South Carolina,"239,827,210",2009-08-01
South Dakota,"21,327,526",2009-08-01
Tennessee,"256,710,986",2009-08-01
Texas,"1,038,636,309",2009-08-01
Utah,"97,501,013",2009-08-01
Vermont,"31,246,646",2009-08-01
Virginia,"338,365,545",2009-08-01
Washington,"238,330,726",2009-08-01
West Virginia,"71,642,553",2009-08-01
Wisconsin,"222,302,040",2009-08-01
Wyoming,"37,903,133",2009-08-01
Alabama,"234,695,229",2010-08-01
Alaska,"30,574,435",2010-08-01
Arizona,"224,736,184",2010-08-01
Arkansas,"128,120,132",2010-08-01
California,"1,291,164,966",2010-08-01
Colorado,"196,175,787",2010-08-01
Connecticut,"130,328,001",2010-08-01
Delaware,"43,173,395",2010-08-01
District of Columbia,"10,803,688",2010-08-01
Florida,"692,182,409",2010-08-01
Georgia,"414,190,256",2010-08-01
Hawaii,"46,243,305",2010-08-01
Idaho,"61,001,368",2010-08-01
Illinois,"420,102,631",2010-08-01
Indiana,"284,161,494",2010-08-01
Iowa,"154,621,960",2010-08-01
Kansas,"117,299,246",2010-08-01
Kentucky,"198,068,719",2010-08-01
Louisiana,"202,147,229",2010-08-01
Maine,"69,217,346",2010-08-01
Maryland,"227,392,190",2010-08-01
Massachusetts,"245,098,475",2010-08-01
Michigan,"420,480,839",2010-08-01
Minnesota,"235,151,079",2010-08-01
Mississippi,"135,026,558",2010-08-01
Missouri,"286,627,880",2010-08-01
Montana,"51,099,802",2010-08-01
Nebraska,"76,749,245",2010-08-01
Nevada,"99,527,398",2010-08-01
New Hampshire,"65,951,415",2010-08-01
New Jersey,"365,009,000",2010-08-01
New Mexico,"81,195,858",2010-08-01
New York,"509,739,344",2010-08-01
North Carolina,"408,115,371",2010-08-01
North Dakota,"37,089,466",2010-08-01
Ohio,"453,916,914",2010-08-01
Oklahoma,"217,484,276",2010-08-01
Oregon,"138,151,678",2010-08-01
Pennsylvania,"452,898,856",2010-08-01
Rhode Island,"33,654,587",2010-08-01
South Carolina,"232,469,721",2010-08-01
South Dakota,"52,493,121",2010-08-01
Tennessee,"293,008,884",2010-08-01
Texas,"1,074,952,965",2010-08-01
Utah,"49,605,922",2010-08-01
Vermont,"31,138,795",2010-08-01
Virginia,"397,647,714",2010-08-01
Washington,"244,605,590",2010-08-01
West Virginia,"75,002,032",2010-08-01
Wisconsin,"231,643,769",2010-08-01
Wyoming,"31,160,393",2010-08-01
Alabama,"225,428,049",2011-08-01
Alaska,"27,743,613",2011-08-01
Arizona,"224,206,870",2011-08-01
Arkansas,"125,215,877",2011-08-01
California,"1,271,155,618",2011-08-01
Colorado,"196,045,378",2011-08-01
Connecticut,"125,024,258",2011-08-01
Delaware,"39,877,187",2011-08-01
District of Columbia,"8,751,679",2011-08-01
Florida,"668,663,255",2011-08-01
Georgia,"405,332,441",2011-08-01
Hawaii,"39,427,769",2011-08-01
Idaho,"61,548,756",2011-08-01
Illinois,"404,756,354",2011-08-01
Indiana,"273,533,559",2011-08-01
Iowa,"154,474,064",2011-08-01
Kansas,"114,253,199",2011-08-01
Kentucky,"193,240,420",2011-08-01
Louisiana,"201,827,384",2011-08-01
Maine,"68,232,541",2011-08-01
Maryland,"222,318,829",2011-08-01
Massachusetts,"248,163,423",2011-08-01
Michigan,"408,232,135",2011-08-01
Minnesota,"237,441,655",2011-08-01
Mississippi,"146,479,875",2011-08-01
Missouri,"275,672,763",2011-08-01
Montana,"51,163,200",2011-08-01
Nebraska,"75,958,236",2011-08-01
Nevada,"96,881,299",2011-08-01
New Hampshire,"64,815,699",2011-08-01
New Jersey,"363,024,311",2011-08-01
New Mexico,"82,918,118",2011-08-01
New York,"488,834,641",2011-08-01
North Carolina,"387,882,813",2011-08-01
North Dakota,"40,969,706",2011-08-01
Ohio,"446,382,596",2011-08-01
Oklahoma,"164,230,284",2011-08-01
Oregon,"139,555,782",2011-08-01
Pennsylvania,"451,166,884",2011-08-01
Rhode Island,"34,766,792",2011-08-01
South Carolina,"231,429,399",2011-08-01
South Dakota,"46,067,463",2011-08-01
Tennessee,"272,502,043",2011-08-01
Texas,"1,057,951,436",2011-08-01
Utah,"98,467,598",2011-08-01
Vermont,"31,143,225",2011-08-01
Virginia,"263,272,863",2011-08-01
Washington,"246,478,709",2011-08-01
West Virginia,"76,894,900",2011-08-01
Wisconsin,"228,933,685",2011-08-01
Wyoming,"35,276,516",2011-08-01
Alabama,"194,088,728",
Alaska,"23,262,381",
Arizona,"191,653,756",
Arkansas,"117,027,505",
California,"1,186,477,579",
Colorado,"182,949,295",
Connecticut,"125,625,761",
Delaware,"28,748,181",
Dist. of Col.,"13,903,650",
Florida,"642,565,652",
Georgia,"383,418,485",
Hawaii,"30,471,901",
Idaho,"65,930,716",
Illinois,"482,634,051",
Indiana,"265,608,647",
